mes,site,Medio_de_pago,Incoming_amt,Incoming_qty,Status,BUYER_TYPE,FREQUENCY_MP,LIFECYCLE,SPENDER_TYPE
NULL,MCO,credit card,46.08,1,Rej. by PF,Repeat Buyer,,active_buyer_mid,ultra_high_spender
May,MCO,credit card,25.24,1,Approved,Repeat Buyer,,active_buyer_high,ultra_high_spender
NULL,MCO,debit card,138.76,1,Rej. by Risk Bank - App. by PF,New Buyer,,onboarding,high_spender
April,MCO,credit card,16.42,1,Approved,Repeat Buyer,,active_buyer_low,mid_spender
NULL,MCO,debit card,17.52,1,Approved,Repeat Buyer,,active_buyer_high,ultra_high_spender
May,MCO,credit card,55.02,1,Approved,Repeat Buyer,,active_buyer_high,ultra_high_spender
May,MCO,debit card,78.48,1,Insufficient Amount,New Buyer,,active_buyer_low,mid_high_spender
May,MCO,debit card,18.44,1,Approved,Repeat Buyer,,active_buyer_mid,high_spender
April,MCO,debit card,78.22,1,Approved,Repeat Buyer,,active_buyer_high,high_spender
May,MCO,debit card,15.09,1,Approved,Repeat Buyer,,onboarding,low_spender
May,MCO,debit card,15.39,1,Approved,New Buyer,,onboarding,ultra_high_spender
April,MCO,bank transfer,18.15,1,Approved,Repeat Buyer,,onboarding,ultra_high_spender
April,MCO,credit card,19.12,1,Approved,Repeat Buyer,,active_buyer_low,mid_spender
April,MCO,credit card,2183.82,1,Rej. by PF,Repeat Buyer,,active_buyer_low,ultra_high_spender
April,MCO,credit card,6.92,1,Approved,Repeat Buyer,,active_buyer_high,ultra_high_spender
NULL,MCO,credit card,46.08,1,Rej. by PF,New Buyer,,active_buyer_mid,ultra_high_spender
May,MCO,credit card,65.96,1,Approved,Repeat Buyer,,active_buyer_low,mid_high_spender
April,MCO,credit card,21.24,1,Rej. by Risk Bank - App. by PF,Repeat Buyer,,active_buyer_high,ultra_high_spender
April,MCO,bank transfer,21.1,1,Approved,New Buyer,,onboarding,ultra_high_spender
NULL,MCO,account_money,13.14,1,Approved,Repeat Buyer,,active_buyer_low,low_spender
April,MCO,credit card,82.23,1,Approved,Repeat Buyer,,active_buyer_high,high_spender
May,MCO,credit card,48.29,1,Approved,Repeat Buyer,,active_buyer_high,ultra_high_spender
April,MCO,bank transfer,15.43,1,Rej. by Bank Other,New Buyer,,active_buyer_low,low_spender
May,MCO,bank transfer,13.67,1,Approved,Repeat Buyer,,active_buyer_low,mid_spender
May,MCO,credit card,16.13,1,Approved,Repeat Buyer,,active_buyer_high,high_spender
April,MCO,debit card,16.46,1,Approved,Repeat Buyer,,active_buyer_high,ultra_high_spender
April,MCO,bank transfer,18.15,1,Approved,New Buyer,,onboarding,ultra_high_spender
April,MCO,bank transfer,15.36,1,Approved,Repeat Buyer,,active_buyer_mid,mid_spender
April,MCO,credit card,40.05,1,Approved,Repeat Buyer,,active_buyer_high,ultra_high_spender
April,MCO,credit card,18.44,1,Rej. Blacklist,Repeat Buyer,,active_buyer_high,high_spender
April,MCO,debit card,31.57,1,Approved,Repeat Buyer,,active_buyer_mid,mid_high_spender
May,MLA,digital_currency,60.17,1,Approved,New Buyer,POWER USER,onboarding,mid_low_spender
May,MLA,prepaid_card,51.18,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
May,MLA,credit card,63.37,1,Rej. by Risk Bank - App. by PF,New Buyer,POWER USER,active_buyer_low,mid_spender
April,MLA,credit card,20.8,1,Approved,Repeat Buyer,POWER USER,active_buyer_low,mid_low_spender
May,MLA,account_money,333.96,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLA,credit card,50.01,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
April,MLA,credit card,168.75,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,credit card,55.8,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,account_money,15.56,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
NULL,MLA,account_money,29.59,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,account_money,2.79,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_spender
April,MLA,account_money,120.42,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLA,credit card,11.97,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,debit card,185.73,1,Rej. by Risk Bank - App. by PF,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
May,MLA,credit card,37.29,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,account_money,38.63,1,Approved,Repeat Buyer,POWER USER,active_buyer_low,mid_low_spender
May,MLA,digital_currency,62.22,1,Cancelled,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
NULL,MLA,credit card,207.83,1,Rej. by Risk Bank - App. by PF,Repeat Buyer,NEW,active_buyer_low,mid_spender
May,MLA,account_money,0.09,1,Approved,New Buyer,CORE,onboarding,low_spender
May,MLA,prepaid_card,171.09,1,Rej. by User Error,Repeat Buyer,NEW,active_buyer_low,mid_spender
May,MLA,account_money,39.98,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,account_money,34.99,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
May,MLA,credit card,24.26,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,debit card,527.46,1,Insufficient Amount,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
May,MLA,credit card,14.95,1,Cancelled,Repeat Buyer,CORE,active_buyer_mid,high_spender
May,MLA,credit card,26.59,1,Rej. by Bank Other,Repeat Buyer,CORE,active_buyer_mid,high_spender
NULL,MLA,credit card,35.44,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
NULL,MLA,credit card,35.44,1,Approved,Repeat Buyer,CORE,active_buyer_high,mid_high_spender
May,MLA,credit card,330.1,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,credit card,70.84,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
April,MLA,credit card,119.95,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,high_spender
April,MLA,credit card,14.33,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,credit card,158.53,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,credit card,38.38,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLA,credit card,46.23,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,high_spender
April,MLA,account_money,77.17,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,credit card,655.63,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,bank transfer,42.29,1,Insufficient Amount,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,digital_currency,30.2,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_spender
NULL,MLA,credit card,288.25,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,debit card,155.03,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
May,MLA,credit card,78.24,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
NULL,MLA,credit card,28.64,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,digital_currency,32.95,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
NULL,MLA,account_money,13.17,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLA,credit card,288.64,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,debit card,57.73,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,account_money,16.36,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLA,bank transfer,34.41,1,Approved,Repeat Buyer,POWER USER,active_buyer_low,mid_low_spender
April,MLA,account_money,1.35,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
NULL,MLA,account_money,34.68,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,account_money,27.64,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
April,MLA,prepaid_card,27.29,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
May,MLA,credit card,88.53,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
NULL,MLA,digital_currency,38.06,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_spender
May,MLA,credit card,71.77,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
April,MLA,account_money,13.13,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
NULL,MLA,credit card,22.95,1,Approved,Repeat Buyer,POWER USER,active_buyer_low,low_spender
May,MLA,debit card,19.35,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,credit card,31.73,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
NULL,MLA,account_money,27.32,1,Approved,Repeat Buyer,POWER USER,onboarding,mid_low_spender
May,MLA,account_money,141.77,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,credit card,54.99,1,Approved,New Buyer,NEW,onboarding,mid_high_spender
April,MLA,debit card,39.96,1,Insufficient Amount,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,prepaid_card,63.26,1,Approved,New Buyer,POWER USER,active_buyer_low,mid_low_spender
April,MLA,account_money,20,1,Approved,Repeat Buyer,POWER USER,active_buyer_low,mid_low_spender
May,MLA,debit card,89.78,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,credit card,14.62,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
April,MLA,credit card,291.51,1,Approved,Repeat Buyer,CORE,active_buyer_low,mid_spender
May,MLA,credit card,10.67,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,debit card,22.14,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
April,MLA,credit card,60.46,1,Rej. by User Error,New Buyer,NEW,active_buyer_low,mid_low_spender
NULL,MLA,credit card,62.47,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLA,credit card,67.56,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,account_money,56.35,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,credit card,150.71,2,Approved,New Buyer,POWER USER,active_buyer_low,mid_spender
April,MLA,credit card,9.49,1,Rej. by Risk Bank - App. by PF,New Buyer,POWER USER,active_buyer_low,low_spender
April,MLA,credit card,47.15,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,debit card,23.9,1,Approved,Repeat Buyer,CASUAL,active_buyer_mid,mid_low_spender
May,MLA,credit card,59.24,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,credit card,19.18,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,account_money,21.14,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,debit card,28.01,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,credit card,93.04,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLA,credit card,48.26,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,account_money,9.11,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,high_spender
May,MLA,credit card,31.82,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
May,MLA,debit card,41.46,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
NULL,MLA,credit card,50.07,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLA,account_money,14.47,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
May,MLA,digital_currency,31.52,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,credit card,9.36,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
May,MLA,credit card,27.9,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,credit card,549.98,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
May,MLA,account_money,38.24,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_spender
May,MLA,prepaid_card,23.37,1,Approved,Repeat Buyer,POWER USER,active_buyer_low,low_spender
NULL,MLA,credit card,22.95,1,Approved,New Buyer,POWER USER,active_buyer_low,low_spender
April,MLA,credit card,39.91,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
NULL,MLA,credit card,33.02,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,credit card,35.45,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,credit card,114,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,digital_currency,95.22,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,digital_currency,26.29,1,Approved,Repeat Buyer,CORE,active_buyer_low,mid_low_spender
May,MLA,credit card,8.35,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,account_money,36.5,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLA,account_money,28.86,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,account_money,41.76,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
May,MLA,debit card,82.94,1,Approved,Repeat Buyer,CORE,active_buyer_low,mid_low_spender
April,MLA,digital_currency,13.59,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,credit card,55.17,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,account_money,44.76,1,Approved,Repeat Buyer,POWER USER,active_buyer_low,mid_spender
May,MLA,digital_currency,38.94,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLA,credit card,29.53,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLA,credit card,76.07,1,Rej. by PF,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,credit card,17.64,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLA,bank transfer,73.5,1,Rej. by PF,New Buyer,CASUAL,active_buyer_low,mid_low_spender
May,MLA,debit card,185.09,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLA,account_money,16.32,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,credit card,515.86,1,Insufficient Amount,Repeat Buyer,NEW,active_buyer_low,high_spender
May,MLA,credit card,15.08,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLA,credit card,28.32,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,credit card,29.91,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
May,MLA,credit card,32.22,1,Rej. by User Error,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,digital_currency,94.22,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLA,credit card,31.93,2,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,account_money,31.62,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,prepaid_card,51.3,1,Approved,New Buyer,CORE,onboarding,low_spender
April,MLA,credit card,32.85,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,bank transfer,12.22,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,credit card,28.86,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_spender
May,MLA,credit card,59.83,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
April,MLA,account_money,18.65,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
NULL,MLA,credit card,74.29,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,credit card,36.11,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,ticket,138.33,1,Cancelled,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,credit card,135.27,1,Rej. by Risk Bank - App. by PF,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
NULL,MLA,debit card,11.8,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,credit card,28.48,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLA,debit card,658.74,1,Insufficient Amount,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,credit card,83.3,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,credit card,63.37,1,Rej. by Risk Bank - App. by PF,Repeat Buyer,POWER USER,active_buyer_low,mid_spender
May,MLA,account_money,15.25,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,credit card,33.28,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLA,ticket,657.95,1,Cancelled,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLA,credit card,38.48,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,account_money,111.89,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLA,credit card,24.6,1,Rej. by User Error,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
May,MLA,account_money,102.63,1,Approved,Repeat Buyer,POWER USER,active_buyer_low,mid_spender
May,MLA,credit card,37.32,2,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,credit card,20.03,1,Approved,Repeat Buyer,POWER USER,onboarding,low_spender
May,MLA,debit card,16.02,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLA,credit card,37.57,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_low_spender
May,MLA,account_money,17.04,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLA,credit card,27.15,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLA,credit card,28.22,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLA,credit card,96.33,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLA,prepaid_card,44.17,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLA,credit card,55.74,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
May,MLA,account_money,29.3,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
May,MLA,credit card,58.04,1,Approved,Repeat Buyer,POWER USER,active_buyer_low,mid_spender
May,MLB,credit card,4.62,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
May,MLB,bank transfer,21.21,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLB,account_money,20.3,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
May,MLB,credit card,23.85,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLB,credit card,6.43,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,tc mp,14.61,1,Approved,Repeat Buyer,CORE,active_buyer_high,mid_high_spender
May,MLB,tc mp,22.7,1,Approved,Repeat Buyer,CASUAL,active_buyer_low,mid_spender
April,MLB,credit card,19.45,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,bank transfer,23.92,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
NULL,MLB,bank transfer,4.64,1,Pending,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
May,MLB,bank transfer,19.24,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,credit card,13.9,1,Rej. by PF,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLB,tc mp,13.76,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLB,bank transfer,49.3,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
May,MLB,credit card,46.95,2,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,bank transfer,12.59,1,Approved,Repeat Buyer,NEW,,
April,MLB,credit card,24.94,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
May,MLB,credit card,12.28,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
May,MLB,account_money,2.81,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
May,MLB,credit card,64.77,1,Approved,New Buyer,NEW,active_buyer_low,mid_low_spender
May,MLB,credit card,122.74,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,bank transfer,37.22,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,tc mp,13.09,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
NULL,MLB,tc mp,464.54,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
April,MLB,bank transfer,25.29,1,Cancelled,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
April,MLB,tc mp,47.02,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
NULL,MLB,credit card,61.12,1,Cancelled,Repeat Buyer,NEW,active_buyer_mid,high_spender
May,MLB,bank transfer,337.09,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
April,MLB,credit card,33.69,1,Rej. by PF,New Buyer,NEW,onboarding,mid_spender
May,MLB,digital_currency,5.87,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_spender
April,MLB,bank transfer,20.47,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,mid_spender
May,MLB,bank transfer,15.74,1,Approved,Repeat Buyer,CORE,active_buyer_high,mid_high_spender
May,MLB,credit card,65.31,1,Insufficient Amount,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,tc mp,30.15,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLB,bank transfer,65.69,1,Approved,New Buyer,CASUAL,active_buyer_low,mid_low_spender
May,MLB,bank transfer,51.12,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_high_spender
NULL,MLB,credit card,33.5,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLB,credit card,21.23,2,Approved,Repeat Buyer,NEW,active_buyer_mid,high_spender
April,MLB,bank transfer,6.98,1,Approved,Repeat Buyer,NEW,active_buyer_mid,high_spender
April,MLB,account_money,16.74,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLB,bank transfer,14.95,1,Approved,Repeat Buyer,CORE,active_buyer_low,mid_high_spender
April,MLB,account_money,20.17,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
NULL,MLB,bank transfer,10.83,1,Approved,New Buyer,NEW,active_buyer_mid,mid_spender
April,MLB,bank transfer,34.98,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
NULL,MLB,bank transfer,4.25,1,Approved,Repeat Buyer,CASUAL,active_buyer_mid,mid_spender
April,MLB,account_money,19.15,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLB,bank transfer,11.42,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_low_spender
April,MLB,bank transfer,5.67,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,digital_currency,15.23,1,Approved,New Buyer,CORE,onboarding,low_spender
May,MLB,bank transfer,48.66,1,Cancelled,Repeat Buyer,NEW,active_buyer_mid,high_spender
May,MLB,credit card,32.66,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLB,bank transfer,10.91,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,tc mp,14.96,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLB,credit card,109.21,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLB,bank transfer,48.76,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,digital_currency,89.36,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLB,credit card,34.8,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
NULL,MLB,tc mp,41.07,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
NULL,MLB,credit card,17.78,1,Cancelled,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
May,MLB,bank transfer,5.85,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLB,bank transfer,33.5,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
April,MLB,credit card,9.6,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,bank transfer,40.3,1,Approved,Repeat Buyer,CASUAL,active_buyer_mid,mid_high_spender
May,MLB,bank transfer,7.74,1,Cancelled,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLB,credit card,30.13,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLB,credit card,42.39,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLB,bank transfer,5.44,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_low_spender
May,MLB,credit card,11.08,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLB,credit card,153.21,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLB,bank transfer,33.75,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
May,MLB,credit card,19.97,1,Cancelled,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLB,bank transfer,5.27,1,Approved,Repeat Buyer,NEW,active_buyer_low,low_spender
May,MLB,bank transfer,10.59,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLB,bank transfer,26.33,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,mid_high_spender
May,MLB,bank transfer,67.38,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_high_spender
May,MLB,credit card,31.27,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
April,MLB,bank transfer,52.15,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,mid_high_spender
NULL,MLB,bank transfer,21.45,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
April,MLB,credit card,25.94,2,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,digital_currency,18.78,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLB,bank transfer,121.07,1,Rej. by PF,Repeat Buyer,NEW,onboarding,mid_spender
May,MLB,bank transfer,70.32,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
April,MLB,bank transfer,26.42,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLB,bank transfer,14.41,1,Cancelled,Repeat Buyer,NEW,active_buyer_low,mid_low_spender
May,MLB,bank transfer,17.68,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_low_spender
April,MLB,credit card,31.3,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_spender
NULL,MLB,credit card,41.59,2,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
